epoch,accuracy,loss,top_3_accuracy,val_accuracy,val_loss,val_top_3_accuracy,learning_rate
1,0.6520394086837769,1.306658148765564,0.8254398107528687,0.8555956482887268,0.47625893354415894,0.9774368405342102,0.0010000000474974513
2,0.8447709083557129,0.5038363337516785,0.9708099961280823,0.8898916840553284,0.3555222451686859,0.9819494485855103,0.0010000000474974513
3,0.8749275207519531,0.3889898955821991,0.9804755449295044,0.8998194932937622,0.33584773540496826,0.9846570491790771,0.0010000000474974513
4,0.8932920694351196,0.3378660976886749,0.9855016469955444,0.8907942175865173,0.32440200448036194,0.987364649772644,0.0010000000474974513
5,0.9008312225341797,0.2969244122505188,0.9880146980285645,0.8935018181800842,0.3119686245918274,0.9837545156478882,0.0010000000474974513
6,0.9095302820205688,0.2749989926815033,0.9907210469245911,0.9007220268249512,0.29801610112190247,0.9837545156478882,0.0010000000474974513
7,0.9199690818786621,0.24653655290603638,0.9920742511749268,0.9025270938873291,0.3127661347389221,0.9810469150543213,0.0010000000474974513
8,0.9336941838264465,0.20089784264564514,0.9961337447166443,0.9124549031257629,0.3017287254333496,0.9828519821166992,0.0003000000142492354
