DistilBERT Weight,TF-IDF Weight,Accuracy,Precision,Recall,F1,Threshold,Threshold Distance,Weight Balance Distance
0.275,0.725,0.882,0.852670349907919,0.9241516966067864,0.8869731800766284,0.4550000000000001,0.04499999999999987,0.22499999999999998
0.1,0.9,0.883,0.8595505617977528,0.9161676646706587,0.8869565217391304,0.47500000000000014,0.024999999999999856,0.4
0.07500000000000001,0.925,0.883,0.8595505617977528,0.9161676646706587,0.8869565217391304,0.47000000000000014,0.02999999999999986,0.425
0.325,0.675,0.884,0.8666666666666667,0.908183632734531,0.8869395711500975,0.47500000000000014,0.024999999999999856,0.175
0.1,0.9,0.885,0.874031007751938,0.9001996007984032,0.8869223205506391,0.49000000000000016,0.009999999999999842,0.4
0.125,0.875,0.889,0.90625,0.8682634730538922,0.8868501529051988,0.5300000000000002,0.03000000000000025,0.375
0.2,0.8,0.881,0.8472727272727273,0.9301397205588823,0.8867745004757374,0.4450000000000001,0.05499999999999988,0.3
0.125,0.875,0.882,0.8539741219963032,0.9221556886227545,0.8867562380038387,0.46000000000000013,0.03999999999999987,0.375
0.1,0.9,0.886,0.8831683168316832,0.8902195608782435,0.8866799204771372,0.5000000000000002,2.220446049250313e-16,0.4
0.125,0.875,0.889,0.9079497907949791,0.8662674650698603,0.8866189989785496,0.5350000000000001,0.03500000000000014,0.375
0.125,0.875,0.88,0.8420107719928187,0.936127744510978,0.8865784499054821,0.4400000000000001,0.05999999999999989,0.375
0.15000000000000002,0.85,0.879,0.8368794326241135,0.9421157684630739,0.8863849765258216,0.4400000000000001,0.05999999999999989,0.35
0.07500000000000001,0.925,0.885,0.8784313725490196,0.8942115768463074,0.8862512363996043,0.49500000000000016,0.004999999999999838,0.425
0.30000000000000004,0.7,0.887,0.8943089430894309,0.8782435129740519,0.8862034239677744,0.5100000000000002,0.010000000000000231,0.19999999999999996
0.125,0.875,0.88,0.8444846292947559,0.9321357285429142,0.8861480075901328,0.4450000000000001,0.05499999999999988,0.375
0.25,0.75,0.881,0.8511029411764706,0.9241516966067864,0.8861244019138756,0.4550000000000001,0.04499999999999987,0.25
0.1,0.9,0.878,0.8330404217926186,0.9461077844311377,0.8859813084112149,0.4350000000000001,0.06499999999999989,0.4
0.07500000000000001,0.925,0.88,0.8457350272232305,0.9301397205588823,0.8859315589353612,0.4550000000000001,0.04499999999999987,0.425
0.225,0.775,0.88,0.8457350272232305,0.9301397205588823,0.8859315589353612,0.4450000000000001,0.05499999999999988,0.275
0.30000000000000004,0.7,0.881,0.8523985239852399,0.9221556886227545,0.8859060402684564,0.4550000000000001,0.04499999999999987,0.19999999999999996
0.325,0.675,0.885,0.8814229249011858,0.8902195608782435,0.8857994041708044,0.49500000000000016,0.004999999999999838,0.175
0.125,0.875,0.886,0.8893360160965795,0.8822355289421158,0.8857715430861723,0.5050000000000001,0.0050000000000001155,0.375
0.1,0.9,0.88,0.8469945355191257,0.9281437125748503,0.8857142857142857,0.4550000000000001,0.04499999999999987,0.4
0.05,0.95,0.88,0.8469945355191257,0.9281437125748503,0.8857142857142857,0.4550000000000001,0.04499999999999987,0.45
0.07500000000000001,0.925,0.882,0.8606403013182674,0.9121756487025948,0.8856589147286822,0.47500000000000014,0.024999999999999856,0.425
